"Filename","WC","RC2","RC6","RC7","RC9","RC1","RC4","RC8","RC3","RC5","RC10"
"10_1_760.txt",32,8.57142,0,2.85714,0,0,0,0,0,2.85714,0
"10_1_761.txt",39,2.38095,0,0,2.38095,-2.38095,0,4.7619,2.38095,2.38095,2.38095
"10_1_762.txt",41,11.36364,0,0,9.09091,-2.27273,0,6.81818,-6.81818,0,2.27273
"10_1_763.txt",44,6.38298,2.12766,2.12766,6.38298,4.25532,4.25532,4.25532,-4.25532,0,4.25532
"10_1_764.txt",63,1.49254,0,1.49254,0,2.98507,0,1.49253,0,0,1.49254
"10_1_765.txt",85,6.52175,1.08696,3.26087,5.43479,-2.17391,0,1.08696,3.26087,3.26087,1.08696
"10_1_766.txt",207,-0.46297,1.38889,1.85185,5.0926,0.92592,0.92592,2.77777,0.92595,2.31481,1.38888
"10_1_767.txt",217,5.48523,2.1097,1.68776,8.01687,1.26582,1.68776,5.90717,-1.68777,2.53164,0.84388
"10_1_768.txt",238,4.34782,0,0,3.95256,0,0.79051,4.74307,1.97628,1.18577,3.95257
"10_10_846.txt",28,3.22581,0,0,0,6.45162,0,9.67743,-3.22581,0,0
"10_10_847.txt",33,8.33334,0,0,8.33334,-2.77778,2.77778,11.11112,0,2.77778,0
"10_10_848.txt",36,0,7.89474,2.63158,15.78948,10.52632,5.26316,5.26316,0,2.63158,0
"10_10_849.txt",41,2.22222,0,0,4.44444,-2.22222,2.22222,6.66666,4.44444,2.22222,2.22222
"10_10_850.txt",43,2.17391,0,0,0,0,0,-4.34783,-2.17391,6.52174,0
"10_10_851.txt",43,4.34782,0,0,2.17391,0,0,6.52173,-2.17391,0,0
"10_10_852.txt",65,2.85714,2.85714,0,5.71428,1.42857,0,4.28571,0,2.85714,1.42857
"10_10_853.txt",201,5.04589,0.91744,1.83488,2.75231,0.45872,0.91744,3.66974,0.91745,1.83488,3.21102
"10_10_854.txt",205,2.27273,0.45455,-0.45455,6.81819,4.54547,4.09093,4.54546,-0.45454,1.36364,1.81819
"10_10_855.txt",215,0.84746,4.2373,3.38984,3.38984,1.69492,1.69492,2.54238,0,1.27119,-1.69492
"10_11_856.txt",32,-2.94117,2.94118,2.94118,11.76472,11.76471,2.94118,5.88235,-2.94117,5.88235,2.94118
"10_11_857.txt",36,0,2.5641,-2.5641,7.6923,10.2564,5.1282,0,0,0,-5.1282
"10_11_858.txt",38,4.7619,0,0,4.7619,-2.38095,0,9.5238,2.38095,4.7619,0
"10_11_859.txt",46,4,0,0,4,2,0,6,-2,0,2
"10_11_860.txt",50,1.85185,0,3.7037,1.85185,1.85185,1.85185,1.85185,0,1.85185,1.85185
"10_11_861.txt",50,5.55556,0,0,5.55556,0,0,5.55556,-5.55556,0,0
"10_11_862.txt",53,7.01756,0,1.75439,1.75439,0,0,3.50878,1.75439,0,0
"10_11_863.txt",65,4.34784,2.89856,4.34784,2.89856,2.89856,0,0,4.34784,1.44928,4.34784
"10_11_864.txt",213,1.31004,0,2.1834,0,0,1.31004,1.31004,3.49344,0.43668,0
"10_11_865.txt",212,3.8961,0.8658,2.1645,0.4329,1.7316,1.2987,-0.8658,0.4329,3.4632,2.1645
"10_11_866.txt",215,3.04349,0.43478,2.17391,2.60869,0.43478,0.43478,2.17391,3.47825,0.86956,0.86956
"10_12_867.txt",29,-3.33333,0,0,6.66666,6.66666,3.33333,0,3.33333,0,0
"10_12_868.txt",33,0,2.85714,5.71428,5.71428,8.57142,2.85714,-2.85714,5.71428,0,2.85714
"10_12_869.txt",37,2.5641,0,0,0,5.1282,2.5641,-2.5641,7.6923,0,0
"10_12_870.txt",40,2.38095,0,2.38095,7.14285,7.14285,7.14285,2.38095,2.38095,2.38095,9.5238
"10_12_871.txt",40,-2.43902,0,4.87804,2.43902,2.43902,4.87804,0,2.43902,-2.43902,2.43902
"10_12_872.txt",45,4.16667,0,0,0,0,0,0,0,0,6.25
"10_12_873.txt",44,4.16667,0,4.16667,2.08333,-2.08333,0,2.08333,6.25,2.08333,0
"10_12_874.txt",46,2.04082,4.08164,8.16327,2.04082,0,4.08163,0,-4.08163,0,-4.08163
"10_12_875.txt",201,0.92592,4.16666,2.3148,4.62961,1.38888,1.38888,0.92592,2.77777,1.38888,0.92592
"10_12_876.txt",217,1.65288,0,3.71901,3.30579,3.719,2.47934,1.23966,3.719,0.82644,2.06611
"10_12_877.txt",237,-0.4,2.4,2.4,4.4,4.4,4.4,0.4,2,0.8,2.8
"10_13_878.txt",29,3.22581,-3.22581,0,0,0,3.22581,-3.22581,-3.22581,0,0
"10_13_879.txt",27,-3.57143,0,7.14286,0,10.71429,7.14286,3.57143,-7.14286,10.71429,3.57143
"10_13_880.txt",32,0,0,0,2.94118,5.88236,0,2.94118,0,0,-2.94118
"10_13_881.txt",37,0,7.31707,2.43902,0,0,0,0,-2.43902,0,0
"10_13_882.txt",42,0,0,0,-2.08333,2.08333,2.08333,2.08333,0,0,0
"10_13_883.txt",44,0,0,0,2,-2,0,2,2,2,0
"10_13_884.txt",49,-1.96078,1.96078,0,5.88234,7.84312,5.88234,1.96078,3.92156,1.96078,0
"10_13_885.txt",205,0.45455,0.45455,1.8182,4.54548,3.18183,2.72729,2.72728,1.81819,2.27273,1.36365
"10_13_886.txt",219,3.43346,0.42918,3.43346,5.57936,2.14593,1.71673,4.72101,5.1502,-9.99999999995449e-06,3.00428
"10_13_887.txt",220,4.25532,0.85106,3.40425,0.85106,1.27659,0.42553,0.42553,1.2766,0.85106,2.97872
"10_14_888.txt",33,8.33334,0,8.33334,5.55556,2.77778,2.77778,5.55556,0,2.77778,0
"10_14_889.txt",35,0,0,0,5.26316,2.63158,2.63158,2.63158,2.63158,2.63158,2.63158
"10_14_890.txt",36,-2.5,-2.5,5,0,12.5,12.5,-7.5,10,0,15
"10_14_891.txt",48,1.92308,0,0,1.92308,-1.92308,1.92308,1.92308,0,5.76924,0
"10_14_892.txt",60,3.125,-1.5625,0,1.5625,4.6875,1.5625,0,0,0,1.5625
"10_14_893.txt",209,3.0837,1.32159,2.20265,1.32159,1.76212,0.44053,2.20264,5.28635,0.88106,2.20265
"10_14_894.txt",210,10.2222,0.88888,3.55555,5.77777,0.88888,0.88888,7.55554,-0.44445,-9.99999999995449e-06,0.88889
"10_14_895.txt",219,3.7037,0.41152,2.05761,3.7037,-9.99999999995449e-06,0.82304,3.29218,1.64609,1.64609,0.82304
"10_2_769.txt",202,0.92593,0.92592,3.24074,2.3148,0.46296,1.85185,0.92592,0.92592,0.92592,0.46295
"10_2_770.txt",205,-0.9009,0.45045,3.15315,0.45045,3.6036,1.8018,0.9009,1.35135,0.9009,0.9009
"10_2_771.txt",214,-0.8658,1.7316,0,5.1948,2.5974,1.7316,3.8961,2.1645,1.7316,0
"10_3_772.txt",49,7.4074,0,7.4074,12.96295,-3.7037,0,7.4074,7.4074,0,3.7037
"10_3_773.txt",51,5.55555,0,1.85185,7.4074,1.85185,1.85185,5.55555,-3.7037,3.7037,7.40741
"10_3_774.txt",52,7.14284,-1.78571,1.78571,1.78571,0,1.78571,-1.78571,-3.57142,0,1.78571
"10_3_775.txt",52,7.14285,0,0,5.35714,0,0,5.35714,-5.35714,0,1.78571
"10_3_776.txt",206,6.2222,0.44444,0,4,1.33332,1.33332,6.66664,-1.7778,0.88888,0.88888
"10_3_777.txt",208,4.84582,0.44053,0.88106,3.52423,0.44053,0.88106,3.96476,9.9999999995104e-06,1.76212,7.04847
"10_3_778.txt",209,4.93273,0.89686,0.44843,9.86546,1.79372,3.13901,6.72645,-1.34529,2.24215,2.69058
"10_4_779.txt",27,0,3.44828,0,3.44828,17.2414,6.89656,3.44828,6.89656,-3.44828,3.44828
"10_4_780.txt",44,2.12766,0,2.12766,4.25532,-2.12766,0,4.25532,4.25532,2.12766,0
"10_4_781.txt",44,0,0,0,8.51064,6.38298,4.25532,8.51064,0,6.38298,0
