"Filename","WC","RC5","RC3","RC2","RC7","RC1","RC9","RC6","RC10","RC4","RC8"
"1_1_10.txt",113,1.6129,-0.80645,2.41935,0.80645,0,7.25806,6.45161,4.03225,1.6129,-0.80645
"1_1_3.txt",33,8.57142,2.85714,2.85714,0,0,-2.85714,2.85714,5.71428,0,2.85714
"1_1_4.txt",35,2.5641,7.6923,0,2.5641,5.1282,0,0,2.5641,-2.5641,0
"1_1_5.txt",38,2.43902,4.87804,0,0,0,2.43902,2.43902,7.31706,2.43902,7.31706
"1_1_6.txt",38,6.97674,4.65116,0,0,2.32558,2.32558,2.32558,2.32558,-2.32558,2.32558
"1_1_7.txt",59,0,6.0606,1.51515,0,0,1.51515,4.54545,6.0606,-3.0303,3.0303
"1_1_8.txt",93,-0.96154,0.96154,0,1.92308,1.92308,0.96154,0.96154,0.96154,0,-0.96154
"1_1_9.txt",109,0.84746,6.77968,3.38984,3.38984,1.69492,5.08476,1.69492,1.69492,-0.84746,-1.11022302462516e-16
"1_10_83.txt",41,2.22222,0,0,4.44444,4.44444,6.66666,4.44444,-2.22222,2.22222,2.22222
"1_10_84.txt",205,2.24215,2.69058,0,2.24215,1.79372,0.89686,1.34529,1.79372,0.89686,3.13901
"1_10_85.txt",214,3.91304,2.1739,0.43478,1.73913,2.60869,5.21738,-0.86956,-0.86957,3.04346,3.91305
"1_10_86.txt",213,1.27659,2.12765,0,2.12765,2.55319,0,1.70212,0.42552,2.97872,2.12766
"1_11_94.txt",204,1.35135,2.7027,1.35135,0.9009,0.9009,2.25225,0.45045,4.05405,2.25225,2.25225
"1_11_95.txt",207,2.69058,2.69058,2.24215,0.89686,0.44843,2.69058,0,0.89686,1.79372,1.34529
"1_12_100.txt",218,3.82978,3.82977,1.27659,1.27659,0,2.12765,-0.85106,2.12765,2.97871,1.27659
"1_12_98.txt",204,5.00003,3.18183,1.8182,3.63638,4.09093,4.54549,-1.00000000000655e-05,1.36365,2.72729,-0.45454
"1_12_99.txt",207,6.39269,5.93607,2.2831,4.10959,2.73973,7.30593,1.82649,4.10958,0.45662,3.19634
"1_13_109.txt",37,0,2.5,5,0,0,0,2.5,2.5,0,0
"1_13_110.txt",201,4.16666,1.85184,0.92592,3.24074,7.4074,5.55555,2.3148,-2.31482,1.85186,3.24075
"1_13_111.txt",209,0.85836,5.57937,0,2.1459,2.57509,2.1459,3.43346,3.43347,-0.85838,0
"1_13_112.txt",216,1.24483,2.0747,2.90457,0,0.41494,0.82988,0,1.24482,0,-1.65975
"1_14_118.txt",204,1.36365,2.27274,0,2.27275,1.36365,0.9091,0.9091,1.36365,0.9091,0
"1_14_119.txt",208,4.44443,1.33332,0.44444,5.77777,0.88888,0.44444,0,5.33332,1.33333,2.66666
"1_14_120.txt",208,0.4386,4.38596,0.8772,2.19299,0.8772,0.87721,0.87719,4.82457,9.99999999995449e-06,3.07017
